County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Gwinnett, GA,2017,47,19,26,33.9503,-84.1081,889954,34.9,64496,27945,107267,0.120530949,0.030612818
Lee, MS,2017,47,10,23,34.2034,-88.7214,84840,37,45985,23968,14466,0.170509194,0.030127298
Union, NJ,2017,47,10,24,40.669,-74.2166,557320,38.3,73376,38163,56826,0.101962966,0.039768894
Lenoir, NC,2017,46,9,26,35.2627,-77.5816,57934,41.9,37515,21594,12632,0.218041219,0.053888908
Lowndes, GA,2017,46,7,26,30.7548,-83.2718,113941,30.1,39911,21199,27410,0.240563098,0.041135324
Olmsted, MN,2017,46,0,7,44.0553,-92.4971,151685,37.1,72337,37956,13530,0.089198009,0.023739987
Sonoma, CA,2017,46,8,11,38.4035,-122.762,500943,41.4,71769,37767,52707,0.105215563,0.031340891
Jefferson, AR,2017,45,25,18,34.2288,-91.9665,71373,39,37630,20371,16140,0.226135934,0.041794516
Jefferson, TX,2017,45,12,23,30.1399,-94.1571,254574,36,46315,25370,46222,0.181566067,0.028581081
Lexington, SC,2017,45,15,21,33.9468,-81.1244,281870,38.9,57482,29311,35665,0.126529961,0.030726931
Westchester, NY,2017,45,11,16,40.9136,-73.8382,975321,40.6,89968,52049,89829,0.092101985,0.033939595
Jackson, OR,2017,44,7,6,42.3173,-122.868,212070,43,48688,27081,35120,0.165605696,0.035422266
Kalamazoo, MI,2017,44,9,14,42.3027,-85.5447,259830,34.1,51945,29258,41981,0.161571027,0.03487665
Niagara, NY,2017,44,3,16,43.1077,-79.0362,212675,43,51656,28395,28070,0.131985424,0.03146115
Natrona, WY,2017,43,2,3,42.8306,-106.293,81023,36.3,59400,31900,7849,0.096873727,0.027510707
Potter, TX,2017,42,8,16,35.1912,-101.795,121230,33.6,41852,21941,24720,0.203909923,0.019277407
Taylor, TX,2017,42,7,8,32.462,-99.7558,135371,32.2,49161,25419,20783,0.153526235,0.02154819
Yellowstone, MT,2017,42,7,10,45.8039,-108.478,156332,38.3,57955,32296,15432,0.098712995,0.0188637
Camden, NJ,2017,41,24,13,39.8881,-75.1054,510996,38.5,65037,32931,65858,0.128881635,0.041395627
Clark, OH,2017,41,10,23,39.9102,-83.8015,135520,41.2,46275,25270,21956,0.162012987,0.037145809
Davidson, NC,2017,41,7,19,35.7965,-80.3151,164118,42.1,45806,24231,25534,0.155583178,0.039965147
Nash, NC,2017,41,21,11,35.9165,-77.8079,94125,41.4,46187,25232,14656,0.155707835,0.038863214
Santa Cruz, CA,2017,41,5,10,36.9667,-122.029,273263,37.3,73663,36388,38605,0.141274157,0.035394473
Stephenson, IL,2017,41,1,7,42.2914,-89.6212,45839,44.7,46427,25792,7254,0.158249526,0.040554986
Sussex, DE,2017,41,6,15,38.6966,-75.6156,215551,48.3,57901,31874,25479,0.118204045,0.028364517
Vermilion, IL,2017,41,10,19,40.1267,-87.6314,79207,40.2,44930,23416,15043,0.189920083,0.036385673
Cambria, PA,2017,40,11,8,40.2928,-78.9135,135871,45,44943,24838,20115,0.148044837,0.0340838
Muskegon, MI,2017,40,8,21,43.2778,-86.2085,172707,39.1,46077,22829,30727,0.177914039,0.04156751
Petersburg, VA,2017,40,9,33,37.246,-77.4249,32037,38.3,33939,21992,8646,0.269875457,0.057839373
Arapahoe, CO,2017,39,12,12,39.5992,-105.114,626612,36.4,69553,36951,61463,0.098087812,0.028762615
Oneida, NY,2017,39,3,18,43.0935,-75.2097,232324,41,51316,27283,36487,0.15705222,0.028245037
Rapides, LA,2017,39,11,14,31.3224,-92.4341,132080,37.3,42655,23486,25112,0.190127196,0.033880981
Calcasieu, LA,2017,38,12,25,30.1952,-93.18,198753,36.1,48219,26569,32789,0.16497361,0.032331587
Christian, KY,2017,38,5,4,36.8621,-87.495,72438,28.4,41849,21393,12986,0.179270549,0.029114553
Jackson, MI,2017,38,6,18,42.2354,-84.4145,158989,41,49715,25952,22614,0.142236255,0.035027581
Johnson, KS,2017,38,8,15,38.9536,-94.7336,578797,37.3,81121,43061,32267,0.055748388,0.019644193
Seminole, FL,2017,38,9,22,28.794,-81.2805,449260,39.1,60739,31363,52509,0.116878867,0.035026488
Weld, CO,2017,38,6,11,40.4141,-104.752,285729,34.2,66489,29226,31353,0.109729849,0.027361591
Berkshire, MA,2017,37,3,9,42.4533,-73.2494,127751,46.5,55190,33245,13778,0.107850428,0.036798146
Buncombe, NC,2017,37,5,19,35.5821,-82.6193,252268,41.9,48464,29590,32591,0.12919197,0.02429559
Montgomery, TN,2017,37,16,12,36.6333,-87.291,192120,30.5,53737,24827,26641,0.13866854,0.032568187
Prince William, VA,2017,37,3,17,38.6582,-77.2497,450763,34.7,101059,38225,30938,0.068634737,0.027213857
Tippecanoe, IN,2017,37,5,9,40.4139,-86.8905,186081,28.1,50486,25481,35575,0.191180185,0.027090353
Buchanan, MO,2017,36,7,10,39.7682,-94.8426,89425,37.1,48652,24271,14698,0.164361197,0.028493151
Calhoun, AL,2017,36,27,14,33.7327,-85.8363,115527,39.1,43686,23638,20940,0.18125633,0.045954625
Cole, MO,2017,36,4,5,38.529,-92.1565,76749,38.2,54216,27559,9027,0.117617168,0.022019831
Cumberland, PA,2017,36,2,4,40.2058,-77.1881,245801,40.5,65544,34246,18112,0.073685624,0.021997469
Dorchester, SC,2017,36,15,19,33.0302,-80.1878,151716,36.2,58685,27317,17600,0.116006222,0.030596641
Tangipahoa, LA,2017,36,8,9,30.5321,-90.5166,128850,34.9,45901,23520,27355,0.212301125,0.042072177
Westmoreland, PA,2017,36,7,19,40.5709,-79.7688,356835,46.6,56702,31827,36111,0.101198033,0.025017165
Dallas, AL,2017,35,12,31,32.4138,-87.0222,40755,39.3,30065,18248,12795,0.313949209,0.056483867
Flagler, FL,2017,35,9,7,29.4366,-81.2289,105015,50.3,51049,25741,13839,0.131781174,0.025891539
Macomb, MI,2017,35,9,13,42.4564,-83.029,864019,41,58175,29740,101096,0.117006686,0.033632362
New London, CT,2017,35,3,3,41.3569,-72.1075,270772,41,69411,36881,25689,0.094873177,0.036953599
Pasco, FL,2017,35,5,16,28.3774,-82.197,498136,44.5,48289,26624,66457,0.133411358,0.030712496
St. Louis, MN,2017,35,3,16,47.5231,-92.5387,200294,41,50936,29197,29574,0.14765295,0.026136579
Ada, ID,2017,34,4,10,43.566,-116.224,435117,36.4,60151,31642,50474,0.116000984,0.022161855
Chautauqua, NY,2017,34,3,6,42.097,-79.2354,130846,42.3,44304,23962,23101,0.17655106,0.035881876
Danville, VA,2017,34,10,19,36.5834,-79.3916,41911,40.6,34951,21882,8629,0.205888669,0.044856959
Doña Ana, NM,2017,34,7,15,32.0639,-106.619,213849,32.9,39114,21050,58114,0.271752498,0.042670295
DuPage, IL,2017,34,10,9,41.9417,-88.0783,931826,39.1,84442,42050,62247,0.066801098,0.028561126
Lowndes, MS,2017,34,6,14,33.499,-88.3736,59558,36.6,43198,23141,12243,0.205564324,0.05191578
Matanuska-Susitna, AK,2017,34,7,2,61.5812,-149.451,101135,34.9,74887,30409,9759,0.096494784,0.045938597
Adams, MS,2017,33,5,18,31.5944,-91.361,31583,40.3,30359,17721,9950,0.315042903,0.039673242
Elkhart, IN,2017,33,8,20,41.6526,-85.8377,202924,35.4,52449,23817,27452,0.135282175,0.027719737
Hernando, FL,2017,33,10,6,28.5374,-82.4523,179144,48.9,44324,23495,25322,0.141349975,0.034664851
Hidalgo, TX,2017,33,19,13,26.2197,-98.3339,839539,28.9,37097,15883,263891,0.314328459,0.032834687
Marion, OR,2017,33,15,9,45.0049,-122.991,330453,36.2,53828,24791,51053,0.154493983,0.032249669
Smith, TX,2017,33,9,13,32.303,-95.3006,222277,36.6,50742,26270,35438,0.1594317,0.030605956
Clayton, GA,2017,32,19,26,33.5101,-84.3882,274150,32.4,44106,19498,58701,0.214120007,0.051522889
Dutchess, NY,2017,32,1,9,41.605,-73.9226,295685,41.8,75585,36704,25353,0.085743274,0.034925681
Jackson, MS,2017,32,6,19,30.4138,-88.6533,141314,38.3,50274,24665,21344,0.151039529,0.038594902
McLean, IL,2017,32,2,9,40.4484,-88.9899,173231,32.7,64573,32943,24110,0.139178323,0.021376082
Chaves, NM,2017,31,4,7,33.3887,-104.559,65454,35.3,42177,21177,13488,0.206068384,0.027469673
Colquitt, GA,2017,31,6,11,31.2437,-83.6595,45890,36,34503,18121,11444,0.24937895,0.031902375
Martin, FL,2017,31,2,3,27.1467,-80.2239,155719,51.6,55588,38021,16624,0.106756401,0.029071597
Santa Barbara, CA,2017,31,11,8,34.9532,-120.447,442996,33.7,68023,32872,65493,0.147841064,0.033621071
St. Tammany, LA,2017,31,15,13,30.4087,-90.0413,249201,39.8,66539,33149,26554,0.106556555,0.031958138
Wicomico, MD,2017,31,6,13,38.3731,-75.5788,102014,35.8,54493,27755,15602,0.152939793,0.039886682
Columbus, NC,2017,30,6,18,34.3558,-78.4837,56589,41.9,36261,21849,12671,0.223912775,0.027160756
Craven, NC,2017,30,5,13,35.1119,-77.0494,103374,36.2,49391,26830,15103,0.146100567,0.034563817
Jackson, IL,2017,30,4,12,37.7325,-89.2144,59115,31.1,36008,23455,15300,0.258817559,0.039888353
Lafourche, LA,2017,30,7,7,29.7879,-90.8231,98112,37.1,52705,26331,15299,0.155934035,0.033115215
Utah, UT,2017,30,9,9,40.2891,-111.691,576496,24.5,67042,23207,66394,0.115168189,0.020045239
Benton, WA,2017,29,4,3,46.203,-119.183,190529,35.6,63001,30511,25345,0.133024369,0.028468107
Berkeley, SC,2017,29,3,15,32.9654,-80.0089,204632,35.8,56697,27010,25648,0.125337191,0.031168146
Collier, FL,2017,29,8,3,26.2437,-81.753,356774,49.7,62407,41239,45385,0.127209382,0.023513485
Johnson, IA,2017,29,4,9,41.6464,-91.4995,144425,29.9,59965,33039,24026,0.16635624,0.019144885
Kenai Peninsula, AK,2017,29,5,3,60.5844,-151.235,57961,40.6,65279,33336,6229,0.107468815,0.041355394
Monmouth, NJ,2017,29,12,11,40.2579,-74.2664,627551,42.8,91807,46736,47055,0.074981954,0.031820521
Rock, WI,2017,29,2,7,42.5035,-89.0515,161226,39.3,53410,26954,22550,0.139865778,0.032780073
Schenectady, NY,2017,29,2,10,42.8551,-73.9009,155239,39.8,61315,29981,18684,0.120356354,0.036930153
Sebastian, AR,2017,29,8,11,35.4006,-94.3791,127362,37.3,40932,23916,28211,0.221502489,0.025761216
Shasta, CA,2017,29,8,14,40.6137,-122.37,178919,41.8,47258,26455,31967,0.178667442,0.029320531
Ulster, NY,2017,29,2,3,41.7447,-74.0824,180129,43.6,61652,32453,22682,0.125920868,0.036873574
Warren, KY,2017,29,7,10,36.9907,-86.4208,123824,32.7,49508,25840,20945,0.169151376,0.028710105
Washington, AR,2017,29,2,11,36.1776,-93.9617,223683,31.5,47452,26371,38855,0.173705646,0.024829781
Washington, PA,2017,29,6,8,41.0282,-79.8512,207661,44.4,59309,32828,19629,0.094524249,0.029562604
Ashtabula, OH,2017,28,6,8,39.7459,-84.2969,98622,42.5,43017,21936,18854,0.191174383,0.032568798
Baldwin, AL,2017,28,12,6,30.8765,-87.7816,203360,42.6,52562,29364,23728,0.11667978,0.025644178
Brazos, TX,2017,28,3,11,30.7264,-96.3328,214231,25.8,43907,25337,51704,0.241346957,0.023782739
Douglas, KS,2017,28,11,16,38.9715,-95.2883,117806,29.2,54370,29438,20437,0.173480128,0.026815273
Hawaii, HI,2017,28,2,7,19.7297,-155.09,196325,42.1,56395,26959,33703,0.171669426,0.031707628
Houston, AL,2017,28,6,16,31.2308,-85.3728,104108,39.6,42803,24781,19030,0.182790948,0.034982902
Iredell, NC,2017,28,3,14,35.7962,-80.9385,169798,40.4,55957,30393,21307,0.125484399,0.036826111
McLennan, TX,2017,28,9,15,31.5764,-97.1385,245720,33.2,46262,24273,45691,0.18594742,0.024650008
Monroe, FL,2017,28,1,3,24.556,-81.792,76745,46.7,63030,39176,9562,0.124594436,0.020053424
Orange, NY,2017,28,7,9,41.5048,-74.2228,378174,36.9,75146,32616,45108,0.119278427,0.027437106
Osceola, FL,2017,28,14,9,28.2312,-81.2768,325168,35.7,47343,20165,57416,0.176573341,0.031666708
St. Johns, FL,2017,28,7,9,29.9153,-81.3239,226578,43.1,73640,39563,20330,0.089726275,0.025562941
Taos, NM,2017,28,2,3,36.3684,-105.625,32809,47.7,35314,23229,6939,0.211496845,0.044896218
Troup, GA,2017,28,5,12,33.0212,-85.0665,69433,36.2,43597,22091,14430,0.20782625,0.041464433
Chesapeake, VA,2017,27,10,17,36.7919,-76.231,235410,36.6,72214,32123,21962,0.093292553,0.028414256
Gaston, NC,2017,27,8,4,35.2438,-81.1114,214049,40.1,46626,24937,34874,0.162925311,0.040542119
Iberia, LA,2017,27,8,19,29.9892,-91.8218,73346,36,44504,23410,14695,0.200351757,0.051918305
McCracken, KY,2017,27,1,9,37.0791,-88.646,65285,42.1,42894,29881,10861,0.16636287,0.022884277
Montgomery, MD,2017,27,14,16,39.0944,-77.1533,1039198,38.8,103178,51162,72085,0.069365992,0.03063805
Pennington, SD,2017,27,4,8,44.062,-103.285,108126,37.8,52245,28910,14803,0.136905092,0.021928121
San Mateo, CA,2017,27,11,10,37.5289,-122.322,763450,39.6,105667,53516,54981,0.072016504,0.026424782
Terrebonne, LA,2017,27,2,12,29.5924,-90.725,113067,35.5,47650,24017,22272,0.196980551,0.027169731
Washington, MD,2017,27,7,9,39.647,-77.7346,149546,40.6,58260,28742,18045,0.120665213,0.032752464
Williamson, TX,2017,27,2,6,32.4311,-99.7701,508313,35.8,79123,34575,35067,0.068987022,0.025181335
Comanche, OK,2017,26,9,18,34.6372,-98.4224,123066,32.6,49569,25186,18951,0.153990542,0.038524044
Mohave, AZ,2017,26,6,12,34.9842,-114.139,204691,50.4,41567,23527,37080,0.181151101,0.038365146
Onslow, NC,2017,26,7,12,34.7629,-77.4127,192685,26,48162,23141,24112,0.125136881,0.038139969
Warren, MS,2017,26,6,19,32.3441,-90.859,47510,38.2,41635,22542,11152,0.234729531,0.035171543
Washington, MS,2017,26,11,20,33.389,-91.0535,48002,36.7,29387,19247,15987,0.333048623,0.072184492
Washington, TN,2017,26,7,6,36.2534,-82.5478,126437,39.8,44180,27334,20127,0.159185998,0.025941773
Charlottesville, VA,2017,25,7,7,38.0203,-78.5142,46487,30.9,54739,32860,10759,0.231441048,0.019833502
Erie, OH,2017,25,2,6,41.4524,-82.7183,75369,44.6,51033,30223,9636,0.127850973,0.032971115
Frederick, MD,2017,25,1,10,39.3444,-77.332,246105,39.3,88502,39566,17336,0.070441478,0.028337498
Grant, WA,2017,25,2,7,47.3077,-119.561,93420,32.6,52382,22508,14672,0.157054164,0.031524299
Hall, GA,2017,25,6,13,34.3438,-83.778,192865,36,55622,26283,30634,0.158836492,0.022756851
Honolulu, HI,2017,25,5,12,21.3247,-158.073,990060,37.6,80078,33776,86868,0.087740137,0.022378442
Lee, AL,2017,25,13,6,32.5968,-85.5249,156597,31,47564,26170,33132,0.211574934,0.027912412
Limestone, AL,2017,25,5,14,34.7689,-87.0013,91695,39.1,52831,26685,13138,0.14327935,0.032248214
Linn, OR,2017,25,2,4,44.3966,-122.723,121074,39.7,49515,24448,19278,0.159224937,0.040941903
Thurston, WA,2017,25,12,6,46.9528,-122.908,269885,38.9,66113,32410,30765,0.113992997,0.037782759
Vigo, IN,2017,25,4,13,39.4633,-87.4086,107723,36.1,42030,22932,19632,0.182245203,0.037726391
Angelina, TX,2017,24,6,5,31.3597,-94.7302,87700,36.8,46472,21974,16222,0.184971494,0.033876853
Berks, PA,2017,24,11,15,40.3343,-75.924,415500,39.9,59580,29041,54762,0.131797834,0.038250301
Berrien, MI,2017,24,9,12,42.0546,-86.4436,154948,42,47132,27505,25868,0.16694633,0.035986266
Boulder, CO,2017,24,6,4,40.0053,-105.128,316782,36.2,75669,42119,39882,0.125897305,0.029430334
Brazoria, TX,2017,24,14,6,29.5606,-95.392,345995,35.6,76426,32343,33043,0.09550138,0.024390526
Coweta, GA,2017,24,4,9,33.4005,-84.7534,138015,37.9,67570,31548,15900,0.115204869,0.027591204
Delaware, IN,2017,24,6,11,40.1751,-85.3675,115938,35.4,41208,23271,23018,0.198537149,0.039452121
Glynn, GA,2017,24,11,18,31.151,-81.4898,83467,40.8,47546,29209,15773,0.188972887,0.032408018
Johnson, IN,2017,24,4,10,39.5625,-86.1018,149359,37.3,65272,31101,13820,0.092528739,0.02386197
Laramie, WY,2017,24,3,6,41.1141,-104.802,97031,36.8,62879,31554,9828,0.101287217,0.027218106
Newton, GA,2017,24,8,5,33.615,-83.8333,105042,36.2,52784,23611,17328,0.164962586,0.043715847
Washington, OR,2017,24,5,11,45.4463,-122.826,572071,36.4,74033,35369,58214,0.101760096,0.030132623
Adams, IL,2017,23,0,4,39.8653,-91.1982,66787,41.5,48454,27256,8513,0.127464926,0.028059353
Bannock, ID,2017,23,5,7,42.8797,-112.444,84113,33.2,47390,23872,14445,0.171733264,0.029757588
Bergen, NJ,2017,23,5,5,40.8784,-73.9705,937920,41.6,91572,46601,66918,0.071347236,0.027859519
Bossier, LA,2017,23,6,10,32.5235,-93.7296,125698,34.9,52145,27235,20009,0.159183121,0.026738691
Bulloch, GA,2017,23,4,10,32.4326,-81.819,73742,28.1,39305,20526,20153,0.273290662,0.045333731
Cascade, MT,2017,23,4,5,47.4469,-111.386,81816,38.4,46827,28350,10410,0.127236726,0.021658355
Colleton, SC,2017,23,3,17,32.9675,-80.622,37581,42.2,34996,21059,8200,0.218195365,0.043878556
Halifax, NC,2017,23,6,10,36.4387,-77.6331,52300,42.7,33573,20406,13607,0.260172084,0.039502868
Kennebec, ME,2017,23,2,1,44.4114,-69.7981,121289,44.2,50116,27336,16623,0.137052824,0.029145265
Mississippi, AR,2017,23,8,13,35.9273,-89.9141,43534,36.1,36417,20378,10921,0.250861396,0.051844535
Norfolk, MA,2017,23,0,5,42.1681,-71.045,694389,41,95668,49816,44279,0.063766851,0.030565
Pasquotank, NC,2017,23,2,21,36.3019,-76.2331,39546,38.1,47264,23714,6730,0.170181561,0.031027158
Saline, KS,2017,23,0,3,38.8017,-97.6175,55334,37.9,49728,27951,6799,0.122872014,0.022047927
Santa Fe, NM,2017,23,3,6,35.6463,-106.006,147514,45.3,57945,35801,20817,0.141118809,0.027549927
Tom Green, TX,2017,23,5,7,31.4659,-100.463,116906,34,49662,27513,14339,0.122654098,0.018082904
Ward, ND,2017,23,1,7,48.2286,-101.279,69628,31,64159,33414,5632,0.080886999,0.014290228
Webb, TX,2017,23,4,13,27.5306,-99.4803,269624,28.4,40442,16316,83702,0.310439723,0.022831795
Wichita, TX,2017,23,8,3,33.9727,-98.5272,131778,34.2,45776,23263,22027,0.167152332,0.021156794
Cass, ND,2017,22,1,3,46.8795,-96.7925,170620,32.2,58026,34193,18612,0.109084515,0.016205603
Lamar, TX,2017,22,0,4,33.6654,-95.5515,49401,40.4,42198,23625,8644,0.174976215,0.025485314
LaPorte, IN,2017,22,3,13,41.7125,-86.8852,110839,40.2,49921,25004,16924,0.152689938,0.036846236
Lynchburg, VA,2017,22,6,10,37.42,-79.1711,79237,28.3,41971,22439,15311,0.193230435,0.035677777
Marion, IL,2017,22,1,6,38.5224,-89.1233,38305,41.8,44679,24112,6659,0.173841535,0.042083279
Middlesex, NJ,2017,22,6,13,40.4909,-74.4489,837288,38.1,83133,36558,69297,0.082763637,0.033116443
Randolph, NC,2017,22,8,7,35.7064,-79.806,142827,41.5,43598,22349,23520,0.164674746,0.028965112
Wilson, TN,2017,22,0,9,36.2317,-86.4912,128874,40.2,66123,31155,11712,0.090879464,0.023169918
Woodbury, IA,2017,22,1,12,42.5411,-96.3851,102397,35.6,51350,25699,13969,0.136420012,0.025215582
Beltrami, MN,2017,21,0,4,47.4765,-94.9701,45847,33.4,45923,23748,8203,0.178921194,0.043427051
Bucks, PA,2017,21,6,5,40.0992,-74.8618,626486,43.6,82031,41924,37912,0.060515319,0.029540963
Cape Girardeau, MO,2017,21,5,10,37.3202,-89.5133,78013,36.3,49554,25965,13251,0.169856306,0.026905772
Catawba, NC,2017,21,16,10,35.6634,-81.3312,156182,41.2,48649,25960,21816,0.13968319,0.037052925
DeSoto, MS,2017,21,9,17,34.9182,-89.9836,173267,36.6,62595,28316,16778,0.096833211,0.031910289
Fayette, PA,2017,21,8,9,39.8991,-79.7178,133160,44.6,41632,24247,24348,0.182847702,0.032780114
Larimer, CO,2017,21,8,9,40.4569,-105.08,330976,35.7,64980,34087,40006,0.120872813,0.028962825
Rock Island, IL,2017,21,4,6,41.5032,-90.4006,146205,40,51426,27822,20597,0.140877535,0.035970042
Silver Bow, MT,2017,21,2,4,46.0074,-112.533,34514,39.9,40480,26248,6442,0.186648896,0.02943733
Sumner, TN,2017,21,3,6,36.2878,-86.6193,175730,39.6,61584,30669,16911,0.096232857,0.0233597
Winnebago, WI,2017,21,5,4,44.0285,-88.5465,169540,38,55128,29763,19750,0.116491683,0.019252094
Alexandria, VA,2017,20,6,17,38.8065,-77.0502,154710,36.4,93370,57019,16068,0.103858833,0.02490466
Clay, FL,2017,20,3,6,30.1802,-81.7204,203291,39.4,61971,28599,20998,0.103290357,0.03984928
Collin, TX,2017,20,19,11,33.0591,-96.7482,914075,36.5,90124,41609,62439,0.068308399,0.023055001
Cowlitz, WA,2017,20,6,5,45.9398,-122.641,103590,41.4,49804,25878,17197,0.166010233,0.037600154
Ector, TX,2017,20,5,6,31.8922,-102.353,155744,30.3,59528,27728,18882,0.121237415,0.034344822
Galveston, TX,2017,20,13,8,29.3024,-94.7753,321184,37.6,65702,33870,43721,0.136124464,0.032352172
Greenwood, SC,2017,20,2,9,34.1855,-82.2272,69981,39.3,39196,22636,16297,0.232877495,0.045255141
Harrison, WV,2017,20,5,4,39.2733,-80.3596,68438,42,48315,27162,10094,0.14749116,0.031020778
Jefferson, IL,2017,20,2,2,38.3255,-88.9054,38358,40.9,46109,24617,6733,0.175530528,0.038636008
Lancaster, SC,2017,20,9,7,34.5504,-80.574,86544,42,50557,26425,13096,0.151321871,0.034722222
Morgan, AL,2017,20,6,8,34.6043,-87.0027,119157,40.1,47529,25013,19448,0.16321324,0.029339443
Muscatine, IA,2017,20,0,6,41.4519,-91.0306,42923,38.1,56398,28028,4442,0.103487641,0.018218671
Panola, MS,2017,20,5,13,34.2409,-89.9433,34229,37,35891,20191,6979,0.203891437,0.030295948
Pike, MS,2017,20,8,19,31.2551,-90.4447,39763,37,30949,17470,12452,0.313155446,0.029524935
Pottawattamie, IA,2017,20,1,9,41.27,-95.9019,93287,39.6,56291,29085,10191,0.109243517,0.024869489
Queens, NY,2017,20,5,11,40.694,-73.7906,2339280,38.3,62008,28814,317142,0.135572484,0.036404364
Suffolk, VA,2017,20,2,20,36.6979,-76.63,88057,38.1,68089,31239,9757,0.11080323,0.033569165
Wayne, IN,2017,20,4,10,39.8412,-84.9006,66972,41.1,41813,23895,11727,0.175103028,0.03035597
Brown, WI,2017,19,2,5,44.4999,-88.0665,258004,37,56775,29874,28320,0.10976574,0.024150788
Canyon, ID,2017,19,7,3,43.7062,-116.593,207027,33.2,46426,19765,34812,0.16815198,0.033493216
Daviess, KY,2017,19,3,10,37.7275,-87.1372,99258,39,48371,26501,15246,0.15359971,0.028763425
Des Moines, IA,2017,19,2,4,40.804,-91.1038,39876,42.5,47524,27168,5985,0.15009028,0.028663858
Fredericksburg, VA,2017,19,7,5,38.2806,-77.4812,28135,29.9,57258,32359,4169,0.148178425,0.031100053
Freeborn, MN,2017,19,0,0,43.6542,-93.3621,30619,44.3,51174,27603,3536,0.11548385,0.021228649
