County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Windham, CT,2017,8,0,1,41.8053,-71.881,116674,41,62553,29993,12313,10.5533366,4.1628812
Anoka, MN,2017,7,3,6,45.0464,-93.109,344861,38.2,76796,34321,22428,6.5034898,2.4067668
Beaufort, NC,2017,7,2,4,35.5442,-77.0369,47316,45.4,41101,24657,8947,18.9090371,4.0028743
Blair, PA,2017,7,0,0,40.3178,-78.3955,124736,43.1,45664,25531,18479,14.8144882,2.4908607
Calvert, MD,2017,7,1,2,38.6118,-76.601,90824,40.8,100350,41469,5114,5.6306703,3.9383863
Christian, MO,2017,7,1,2,37.0016,-93.0841,83028,37.6,55761,26628,8588,10.3434986,2.6485041
Coahoma, MS,2017,7,3,3,34.2026,-90.5756,24296,34,28728,16699,8587,35.3432664,8.1124465
Coffee, AL,2017,7,4,4,31.3152,-85.8552,51073,39.3,49821,26216,8122,15.9027275,2.7235526
Columbia, PA,2017,7,2,2,41.0008,-76.442,66615,40.5,48395,24908,9821,14.7429258,2.4213766
Crawford, PA,2017,7,6,2,41.6358,-80.1541,86847,42.8,47179,24716,12032,13.8542494,2.8037814
Douglas, OR,2017,7,5,1,43.5286,-123.325,107576,47,44023,25002,18075,16.8020748,3.7257381
Emanuel, GA,2017,7,5,2,32.6111,-82.3283,22502,37.2,33089,17944,6329,28.1263888,4.2529553
Flathead, MT,2017,7,0,3,48.2133,-114.369,96147,42.3,51410,28379,12886,13.4023943,2.0187837
Franklin, WA,2017,7,0,6,46.2602,-119.142,89124,29.9,60275,22125,13818,15.5042413,2.6670706
Greene, AR,2017,7,4,0,36.0701,-90.4809,44197,37.7,45566,22094,6879,15.5644048,3.2558771
Hamilton, IN,2017,7,4,1,40.1207,-86.0223,309687,36.6,90582,44443,15322,4.9475761,1.8053712
Hancock, OH,2017,7,6,2,41.0557,-83.6457,75508,38.9,52831,29608,8878,11.7576945,2.3613392
Harrisonburg, VA,2017,7,1,2,38.4504,-78.8683,53064,24.8,43009,20134,13231,24.9340419,2.7608171
Hawkins, TN,2017,7,1,2,36.257,-83.086,56402,44.2,38728,22141,10737,19.036559,3.0903159
Henry, IN,2017,7,2,3,39.8445,-85.5261,48649,42.2,46131,23293,7253,14.9088368,3.1100331
Hutchinson, TX,2017,7,4,3,35.6242,-101.566,21704,36.9,50035,25154,3541,16.314965,2.3083303
Kent, RI,2017,7,0,1,41.7279,-71.4381,164012,43.7,69047,37157,12687,7.7354096,3.5015731
Liberty, GA,2017,7,4,4,32.0833,-93.5048,62120,27.9,43493,20966,9931,15.9867997,4.8744366
Liberty, TX,2017,7,3,3,29.9785,-94.9502,79884,35.8,48344,22153,11781,14.7476341,3.0206299
Lincoln, LA,2017,7,6,6,32.5065,-92.7171,47536,27.6,34424,21934,13771,28.969623,4.3230394
Livingston, LA,2017,7,5,0,30.4828,-90.9461,137096,35.9,60456,27280,17959,13.0995799,2.8060629
Logan, WV,2017,7,2,3,37.688,-81.8737,34428,43,37859,21074,7593,22.0547229,4.5457186
Manitowoc, WI,2017,7,0,1,44.0721,-87.6593,79680,44.5,51053,27777,8036,10.0853414,1.9678715
McDuffie, GA,2017,7,2,1,33.4639,-82.4956,21488,37.8,40469,20436,5503,25.6096426,3.3553611
Northampton, NC,2017,7,4,1,35.2771,-81.0697,20426,48.6,33508,19126,4955,24.2582982,3.950847
Nye, NV,2017,7,2,1,36.1172,-115.95,43296,51.6,44225,23740,7388,17.063932,4.3329638
Ontario, NY,2017,7,2,1,42.8756,-76.9839,109491,43.4,61710,33685,10343,9.4464385,2.4696094
Pettis, MO,2017,7,1,3,38.7051,-93.2249,42309,37.9,43097,22304,7125,16.8403886,2.7228249
Pike, AL,2017,7,3,8,31.8266,-85.9606,33287,31.4,35684,20808,8224,24.7063418,4.1037041
Polk, GA,2017,7,4,2,33.909,-85.0243,41444,37.1,40652,22314,7781,18.7747322,3.2984268
Prentiss, MS,2017,7,0,1,34.6684,-88.4469,25389,39.5,32854,19016,5449,21.4620505,2.8004254
Pulaski, KY,2017,7,4,1,37.0922,-84.6295,63974,42,35022,21036,15873,24.8116422,3.6483571
Putnam, TN,2017,7,3,3,36.1805,-85.4974,75565,36,37802,23337,16843,22.2894197,3.1496063
Randolph, MO,2017,7,3,1,39.4227,-92.4478,24987,39.2,44754,19984,3758,15.0398207,2.6133589
Randolph, WV,2017,7,2,0,38.9235,-79.8523,29152,43.1,40094,23642,4911,16.8461855,3.0975576
Reno, KS,2017,7,2,4,38.0573,-97.7504,63360,40.1,47897,25267,8470,13.3680556,2.4636995
Seneca, OH,2017,7,4,4,41.1819,-83.421,55549,39.5,49153,25004,7954,14.3188896,2.9001422
St. Joseph, MI,2017,7,0,1,41.9609,-85.637,60890,39.4,47856,23702,9403,15.4426014,2.561997
Stephens, OK,2017,7,3,3,34.576,-98.2998,44293,40.5,44805,25177,6561,14.8127244,3.0253087
Surry, NC,2017,7,4,3,36.3796,-80.7307,72315,43.4,39071,22533,12534,17.3325036,2.2650902
Talladega, AL,2017,7,6,1,33.4401,-86.1074,80888,40.6,39219,21382,14946,18.4774009,4.252794
Vance, NC,2017,7,4,3,36.3227,-78.4167,44420,40.6,35246,21188,10026,22.570914,5.0540297
Walker, AL,2017,7,6,3,33.7598,-87.1833,64927,42.3,38872,21217,13754,21.183791,4.1600567
Waynesboro, VA,2017,7,0,0,38.0734,-78.9049,21620,40,42112,23640,3691,17.0721554,2.1322849
Weakley, TN,2017,7,2,0,36.2174,-88.6107,33776,38.1,36550,19699,6383,18.8980341,3.7896731
Whatcom, WA,2017,7,2,3,48.7335,-122.487,212738,36.9,56419,29186,31630,14.8680537,3.5113614
Abbeville, SC,2017,6,2,3,34.1932,-82.4099,24788,43.7,35254,19234,5474,22.0832661,3.9777312
Allendale, SC,2017,6,3,5,33.0086,-81.3158,9402,40.6,23331,13439,2508,26.6751755,5.9242714
Assumption, LA,2017,6,1,1,29.9907,-91.0559,22881,39.5,48656,25765,3547,15.5019448,3.0243433
Augusta, VA,2017,6,2,3,38.1015,-78.968,74390,44.6,59544,30088,6260,8.4151096,2.0137115
Belmont, OH,2017,6,2,5,40.1034,-80.7167,68889,44.2,46484,25326,9153,13.2865915,3.112253
Bonner, ID,2017,6,1,4,48.2804,-116.556,41855,47.7,45607,25909,5752,13.7426831,1.8874686
Boone, KY,2017,6,6,1,39.0612,-84.6573,127682,37.1,72731,33553,9571,7.4959665,2.620573
Boyd, KY,2017,6,1,2,38.4656,-82.6719,48486,41.9,45543,26420,8941,18.4403745,3.8526585
Bristol, VA,2017,6,1,1,36.6006,-82.1763,17077,42.3,37844,21589,3565,20.8760321,3.4842185
Brown, TX,2017,6,1,0,31.831,-98.7886,37787,41,43062,24040,5913,15.6482388,1.8101463
Butler, AL,2017,6,1,1,31.7004,-86.4881,20126,40.7,36326,19004,4835,24.023651,3.1799662
Calaveras, CA,2017,6,0,0,38.4016,-120.508,45057,51.6,54800,31652,5676,12.5973767,2.8430655
Carroll, MD,2017,6,1,1,39.4136,-77.1749,167319,42.4,90510,39690,8993,5.3747632,2.1724968
Carteret, NC,2017,6,2,2,34.7182,-76.6638,68699,47.4,51584,30903,8458,12.3116785,3.7904482
Cayuga, NY,2017,6,0,0,42.9202,-76.5606,78319,42.5,54664,27957,8599,10.9794558,2.9877807
Cherokee, KS,2017,6,3,0,37.0763,-94.6468,20501,41.4,41101,21006,2759,13.4578801,2.4096386
Cherokee, OK,2017,6,1,1,35.8569,-94.9215,48404,35,39187,19799,9824,20.2958433,3.4315346
Chilton, AL,2017,6,1,4,32.8516,-86.6511,43805,38.9,43501,23368,8392,19.1576304,2.9014953
Clare, MI,2017,6,0,2,44.1372,-84.8668,30597,46.9,35913,21198,7108,23.2310357,4.6475145
Colonial Heights, VA,2017,6,1,3,37.2688,-77.4235,17582,40.1,50952,27608,2312,13.1498123,4.9084291
Columbia, GA,2017,6,2,1,33.5642,-82.1761,143723,36.4,74162,31720,12269,8.5365599,2.6836345
Copiah, MS,2017,6,3,5,31.975,-90.3625,28748,38.2,38046,18756,6782,23.5912063,5.0264366
Coryell, TX,2017,6,1,2,31.1196,-97.9091,75818,31.2,50865,21171,8174,10.781081,3.3870585
Covington, AL,2017,6,1,4,31.2681,-86.486,37519,43.4,39467,22431,6491,17.3005677,4.6882913
Cross, AR,2017,6,0,6,35.2666,-90.5607,17164,40.7,41081,22894,3041,17.7173153,3.0995106
Dale, AL,2017,6,3,3,31.3149,-85.4487,49393,37.1,44711,23194,9441,19.1140445,4.2455409
DeKalb, AL,2017,6,0,5,34.7118,-85.6439,71194,39,38842,20020,15115,21.2307217,2.1476529
Del Norte, CA,2017,6,1,7,41.5336,-124.042,27442,38.7,41287,20809,5571,20.3009985,3.3379491
Drew, AR,2017,6,3,2,33.6262,-91.793,18620,36.5,36092,20300,4246,22.8034372,4.0440387
Dubois, IN,2017,6,0,0,38.2898,-86.947,42379,40.2,57307,28302,4150,9.792586,1.5314189
El Dorado, CA,2017,6,4,3,38.9469,-119.961,185015,45.5,74885,38156,17996,9.7267789,3.8061779
Ellis, TX,2017,6,4,4,32.5278,-96.6529,164092,36,67371,28612,17014,10.3685737,2.3334471
Forsyth, GA,2017,6,4,1,34.1692,-84.1761,211300,38.2,96445,39896,13643,6.4566966,2.1613819
Hamblen, TN,2017,6,1,2,36.1998,-83.2994,63465,40.3,42042,21962,12232,19.2736154,3.4002994
Henderson, TX,2017,6,4,2,32.1798,-95.959,79687,43.8,44888,24315,14023,17.5976006,2.5637808
Hendricks, IN,2017,6,3,4,39.7118,-86.4176,158170,37.6,74245,33031,7832,4.9516343,2.4372511
Hill, TX,2017,6,4,1,31.9362,-97.2439,35098,42.5,45970,23342,5967,17.0009687,3.6839706
Holmes, FL,2017,6,0,1,30.9802,-85.6189,19483,42.2,37474,18402,4679,24.0158087,4.2447262
Howard, TX,2017,6,3,2,32.2334,-101.473,36491,36.7,50855,22994,4344,11.9043052,2.8253542
Huntingdon, PA,2017,6,0,1,40.4911,-78.018,45686,42.9,46765,22908,5517,12.0759095,2.8958543
Iberville, LA,2017,6,2,3,30.2873,-91.2383,33122,38.4,47128,22252,5708,17.2332589,3.1338687
Johnston, NC,2017,6,5,3,35.6012,-78.1158,186308,37.9,54610,24872,26622,14.2892415,3.2118857
Ketchikan Gateway, AK,2017,6,2,0,55.3554,-131.711,13745,39.5,67321,33771,1437,10.4547108,3.7904693
Knox, IL,2017,6,1,1,40.9348,-90.3975,51374,42.2,41972,23676,8541,16.6251411,2.8146533
Lawrence, MO,2017,6,5,0,36.9695,-93.72,38131,39.7,41673,21022,6387,16.7501508,2.9188849
Lincoln, NE,2017,6,2,4,41.1382,-100.775,35569,40.4,55875,29687,4373,12.2944137,1.3523012
Litchfield, CT,2017,6,0,1,41.923,-73.0732,184454,46.9,76438,40619,12400,6.7225433,3.412775
Macon, AL,2017,6,4,3,32.4412,-85.6981,19358,38,32308,19564,4380,22.6263044,6.4624445
Madison, ID,2017,6,0,1,43.8142,-111.804,38241,23.5,33620,15257,11974,31.3119427,4.4977903
Martinsville, VA,2017,6,1,3,36.6827,-79.8636,13256,41.5,33545,22544,3053,23.0310803,3.6511768
McKean, PA,2017,6,3,1,41.8578,-78.2417,42070,42.5,45866,24868,6738,16.0161635,3.5060613
Mercer, PA,2017,6,3,2,41.2077,-80.4493,113623,44.4,47340,25499,14521,12.7799829,2.7274407
Monroe, GA,2017,6,0,2,33.0554,-83.9392,26795,43.3,50666,30359,3415,12.7449151,4.2657212
Monroe, MS,2017,6,1,3,33.9689,-88.4595,35967,41,39444,21643,6829,18.9868491,3.211277
Montrose, CO,2017,6,1,2,38.4992,-107.898,40908,44.7,44865,24308,7189,17.5735797,3.6374303
Morehouse, LA,2017,6,1,3,32.7822,-91.9168,26290,39.6,31672,18776,7022,26.7097756,2.3088627
Morton, ND,2017,6,1,2,46.8272,-100.899,30059,38.2,65385,37335,2318,7.7115007,1.4039057
Muskingum, OH,2017,6,2,4,39.939,-82.0188,85933,40.2,43325,22877,13877,16.1486274,3.2920997
Nassau, FL,2017,6,4,2,30.6588,-81.4564,78435,44.9,64294,33337,8866,11.3036272,2.6710015
Navajo, AZ,2017,6,0,3,34.5215,-110.039,107902,35.9,38798,17685,30548,28.3108747,6.0008156
Newton, MO,2017,6,2,1,36.8687,-94.3964,58237,39.4,46723,25837,7389,12.6878102,2.6495183
Ottawa, OK,2017,6,4,1,36.8792,-94.8895,31725,38.2,38472,19415,6685,21.07171,3.1363278
Payne, OK,2017,6,2,2,36.1081,-97.0533,80634,27.2,39149,22785,19108,23.6971997,2.1082918
Pointe Coupee, LA,2017,6,1,5,30.7016,-91.4362,22271,42.7,43964,27160,3843,17.2556239,3.8211127
Prince of Wales-Hyder, AK,2017,6,1,1,55.555,-133.097,6473,41,52114,26695,1027,15.8659045,6.6893249
Putnam, IN,2017,6,0,1,39.6445,-86.8647,37543,37.8,55295,23842,3696,9.8447114,2.3279972
Rutland, VT,2017,6,1,0,43.6123,-72.9835,59676,46.4,52635,28443,6541,10.9608553,2.4783833
Scioto, OH,2017,6,2,2,38.9048,-82.8889,76871,39.8,38978,22586,17432,22.6769523,3.1221137
St. Bernard, LA,2017,6,2,0,29.9346,-89.9536,45067,33.6,45265,20431,8801,19.5287017,4.9126856
St. Charles, LA,2017,6,4,3,29.9523,-90.3787,52728,37.2,64707,30378,6337,12.0182825,3.6640874
St. Francois, MO,2017,6,1,1,37.7557,-90.4875,66248,39.2,42873,20944,9139,13.7951334,2.7442338
St. Mary's, MD,2017,6,0,0,38.2515,-76.4522,110979,36.5,86508,37528,8839,7.9645699,2.1391434
Steuben, NY,2017,6,0,0,42.1384,-77.0497,97539,42.4,50157,27731,13922,14.2732651,3.3166221
Sumter, GA,2017,6,3,3,31.9733,-84.1419,30687,35.2,34219,18785,9560,31.1532571,4.4644312
Tippah, MS,2017,6,5,2,34.6828,-88.8423,21993,38.6,39351,19780,4933,22.429864,4.051289
Tishomingo, MS,2017,6,2,3,34.7543,-88.1406,19476,42.6,36672,19379,3570,18.3302526,4.8880674
Union, AR,2017,6,5,2,33.195,-92.6502,40022,39.7,41106,23463,7936,19.829094,3.4930788
Valencia, NM,2017,6,2,1,34.7693,-106.629,75845,39,43428,20572,16266,21.4463709,3.7405234
Walker, GA,2017,6,3,1,34.9847,-85.2691,68609,41.4,43581,22564,11523,16.7951726,3.1759682
Washington, MN,2017,6,2,0,44.9241,-92.7648,250979,39.2,89598,41591,12251,4.8812849,1.9459795
Washington, NY,2017,6,0,3,43.5572,-73.4072,62183,43.6,52527,26064,7556,12.151231,3.2404355
White, IN,2017,6,2,2,40.7606,-86.7629,24279,42,51404,26275,2342,9.6461963,2.1582437
Whiteside, IL,2017,6,1,5,41.8059,-89.7024,56823,42.9,51969,28188,6207,10.9233937,3.0040653
Yamhill, OR,2017,6,1,7,45.2092,-123.21,102366,38.2,58392,28540,13334,13.0258094,3.169021
Yavapai, AZ,2017,6,2,2,34.0709,-112.126,220972,52.2,48259,27504,31859,14.4176638,2.9963072
Accomack, VA,2017,5,2,4,37.7131,-75.736,32840,46,42260,24266,6416,19.5371498,2.4147381
Adams, IN,2017,5,0,1,39.0784,-86.6663,35018,33.3,48290,21534,6448,18.4133874,2.3330858
Adams, PA,2017,5,1,1,39.7368,-77.1087,101589,43.3,62661,29685,8548,8.4142968,2.5829568
Anderson, KY,2017,5,2,1,38.0442,-84.8657,22017,40.5,51681,24991,2617,11.8862697,3.1566517
Audrain, MO,2017,5,0,4,39.1671,-91.8983,25763,39.6,44056,21226,3953,15.34371,3.3109498
Barrow, GA,2017,5,3,2,33.9976,-83.7105,75099,35.1,56119,22978,9829,13.0880571,3.3289391
Barton, KS,2017,5,0,1,38.3654,-98.7921,27067,39.6,46070,26264,4154,15.3471016,2.1797761
Becker, MN,2017,5,0,4,46.9916,-95.88,33552,41.8,55884,28525,4191,12.4910587,1.8031712
Berkeley, WV,2017,5,2,1,39.5659,-77.8759,111610,38.8,59480,27658,14353,12.8599588,4.2478273
Bullock, AL,2017,5,0,5,32.1448,-85.7023,10478,40.8,29655,20856,2852,27.2189349,5.6499332
Cache, UT,2017,5,0,3,41.7292,-111.833,120288,25,53812,21752,17793,14.7919992,1.787377
Cape May, NJ,2017,5,0,1,39.0446,-74.8696,94549,48.7,62332,36256,9796,10.3607653,4.1026346
Carroll, GA,2017,5,4,4,33.5808,-85.1039,114898,34.4,46844,23139,20705,18.0203311,4.4796254
Carroll, VA,2017,5,0,2,36.7353,-80.8711,29767,47,41145,23690,4296,14.4320892,1.7368227
Carter, TN,2017,5,0,4,36.2793,-82.2494,56500,44.4,34625,21001,13432,23.7734513,2.7292035
Cass, MI,2017,5,0,1,41.7989,-86.0744,51397,44.7,50699,28019,6907,13.4385275,3.8231803
Cass, MO,2017,5,1,3,38.8246,-94.4982,101888,39.5,65352,30618,9492,9.3161118,2.5174702
Cattaraugus, NY,2017,5,1,1,42.0814,-78.4406,78175,41.7,45571,23984,12777,16.3440998,3.2260953
Chippewa, WI,2017,5,2,0,44.9626,-91.345,63445,41.2,55240,27020,6525,10.2844984,1.8929782
Citrus, FL,2017,5,0,7,28.8965,-82.5797,141373,55.9,40574,25034,24123,17.0633714,3.5006684
Clay, KY,2017,5,1,3,37.222,-83.7372,20866,39.2,24596,15388,7606,36.4516438,2.7652641
Clermont, OH,2017,5,1,1,38.9546,-84.2424,202166,39.9,64183,31812,19660,9.7246817,2.2714007
Clinton, IA,2017,5,2,3,41.8226,-90.2163,47587,42.2,50295,28091,6094,12.8060185,2.1119213
Comal, TX,2017,5,2,2,29.6958,-98.1315,129100,42.2,73655,35841,11827,9.1611154,1.8233927
Cook, GA,2017,5,1,5,31.1304,-83.4338,17190,37,35539,17587,4099,23.8452589,2.4723677
Cooper, MO,2017,5,1,1,38.9492,-92.6434,17620,39.2,46547,22371,1787,10.1418842,2.3212259
Coos, OR,2017,5,0,0,43.119,-124.408,62921,48.3,40848,26007,11105,17.6491156,3.8890037
Crow Wing, MN,2017,5,1,0,46.3558,-94.2082,63505,44.1,53121,30013,6043,9.5157862,1.6959295
Daviess, IN,2017,5,1,0,38.6596,-87.2051,32777,34.6,48355,21794,4184,12.7650487,2.4773469
Dearborn, IN,2017,5,2,1,39.1154,-84.8549,49564,42.7,62905,30228,4925,9.9366476,3.0546364
Douglas, WI,2017,5,1,2,46.708,-92.0849,43503,41.3,50730,27844,5983,13.7530745,2.9722088
Edgecombe, NC,2017,5,0,2,35.8174,-77.4541,54032,40.3,32929,18946,13050,24.1523542,4.5824696
Effingham, IL,2017,5,0,1,39.1195,-88.5606,34164,39.1,54655,29300,3798,11.1169652,2.3299379
Fauquier, VA,2017,5,2,1,38.7072,-77.8145,68406,41.6,94775,43067,4190,6.1251937,2.1284683
Fayette, IA,2017,5,0,1,42.959,-91.8156,20139,43.7,48412,27020,2472,12.2746909,1.8223348
Floyd, KY,2017,5,0,2,37.6998,-82.7679,37447,41.4,31196,18366,11304,30.1866638,3.8881619
Gila, AZ,2017,5,3,0,32.9328,-111.762,53145,49.3,41179,22433,11427,21.5015524,4.5253552
Glenn, CA,2017,5,1,3,39.5206,-122.191,27935,36.8,46260,21029,5404,19.3449078,3.9233936
Grays Harbor, WA,2017,5,1,1,46.9901,-123.599,71454,43.5,45483,24081,10956,15.3329415,4.2446889
Grayson, TX,2017,5,1,3,33.8179,-96.7229,126146,40.2,52683,26535,17605,13.9560509,3.1820272
Green Lake, WI,2017,5,2,1,45.0343,-89.7406,18745,45.5,50276,26372,2113,11.2723393,1.6857829
Greenbrier, WV,2017,5,2,5,37.778,-80.4539,35523,45.4,40483,23777,6197,17.4450356,2.8516736
Habersham, GA,2017,5,3,1,33.0425,-83.2299,43878,39.5,44474,20656,7114,16.2131364,2.2904417
Hall, NE,2017,5,0,1,40.9302,-98.357,61233,35.8,53807,26419,8133,13.2820538,2.9624549
Harvey, KS,2017,5,4,2,38.0478,-97.3358,34683,39.2,55687,26587,3746,10.8006804,1.4560447
Haywood, NC,2017,5,3,1,35.5423,-82.9366,59854,47.5,45538,27166,9817,16.4015772,2.2922445
Hoke, NC,2017,5,2,0,34.9846,-79.1826,52571,31.9,45713,19654,11177,21.2607711,4.8049305
Hunt, TX,2017,5,5,4,33.1422,-96.1102,90322,37.9,49319,23942,16430,18.1904741,2.9782334
Independence, AR,2017,5,1,3,35.7666,-91.6533,37097,39.8,39945,23056,6628,17.8666739,2.6228536
Jackson, KS,2017,5,0,0,39.463,-95.7273,13322,41.4,53592,25920,1295,9.7207626,2.7923735
Levy, FL,2017,5,2,3,29.236,-82.9365,39713,46.4,36554,21043,8595,21.642787,3.3993906
Livingston, NY,2017,5,0,1,42.589,-77.8846,64373,40.4,53654,25882,8497,13.1996334,2.3068678
Logan, KY,2017,5,0,4,36.8509,-86.8919,26847,40.7,40982,21465,4610,17.1713786,2.659515
Lonoke, AR,2017,5,1,2,34.7638,-92.004,71568,35.8,57290,25184,8709,12.1688464,2.3013078
Macon, GA,2017,5,2,4,32.2864,-84.0209,13675,40.6,30851,15919,3364,24.5996344,6.6764168
Madison, GA,2017,5,1,0,34.0914,-83.1159,28600,41,47653,22885,4977,17.4020979,3.6503497
Malheur, OR,2017,5,0,3,44.0234,-116.967,30421,36.1,37112,17567,6761,22.2247789,3.3463726
Marion, MS,2017,5,3,3,31.2525,-89.8354,25466,39.9,30998,19610,6396,25.1158407,3.251394
Mason, WA,2017,5,1,2,47.5033,-122.931,61569,45.9,53087,26312,9769,15.8667511,3.3799477
Maui, HI,2017,5,0,1,20.8343,-156.337,164094,40.9,72762,32379,16147,9.8400917,2.6497008
McMinn, TN,2017,5,0,2,35.4594,-84.6352,52569,42.6,39990,21583,10069,19.153874,3.6085906
Middlesex, CT,2017,5,0,1,41.5641,-72.6501,164110,45.1,81673,43695,11433,6.9666687,2.8730729
Monroe, MI,2017,5,0,4,41.7307,-83.5477,149619,42.2,59479,29245,16555,11.0647712,2.898696
Montgomery, NY,2017,5,2,0,42.9423,-74.1943,49500,41.1,47449,25307,9486,19.1636364,3.5151515
Napa, CA,2017,5,2,1,38.1671,-122.262,141005,40.8,79637,40632,11285,8.0032623,2.8850041
Nelson, KY,2017,5,3,1,37.8088,-85.4528,45131,38.9,55182,28156,5105,11.3115154,2.962487
Nelson, VA,2017,5,0,1,37.7713,-78.6819,14863,49.7,53834,33597,2195,14.7682164,1.843504
Nevada, CA,2017,5,1,1,39.1635,-121.057,98838,49.8,60610,35581,11861,12.0004452,3.3873611
Newberry, SC,2017,5,1,4,34.3718,-81.5329,37914,41.5,39600,22190,7282,19.2066255,3.7901567
Noble, IN,2017,5,0,0,41.4958,-85.3636,47421,38.5,52393,25260,4295,9.0571688,2.8805803
Noxubee, MS,2017,5,3,3,33.1106,-88.5603,10942,36,30808,16591,3725,34.0431365,6.2968379
Oconee, GA,2017,5,2,0,33.8696,-83.4961,35972,40.1,77388,38639,2476,6.8831313,2.1683532
Osage, OK,2017,5,2,1,36.3511,-95.9992,47350,42,47683,24195,7203,15.2122492,2.6378036
Parker, TX,2017,5,3,0,32.9354,-97.6298,125963,39.6,70608,33367,11339,9.0018497,2.7127013
Peach, GA,2017,5,3,2,32.6489,-83.7573,27027,35.8,43645,22388,4685,17.3345173,3.951604
Perry, PA,2017,5,0,2,40.3952,-77.0277,45878,43,60847,28900,3791,8.2632198,2.2712411
Phelps, MO,2017,5,2,2,37.9432,-91.8828,44873,34.8,41681,23691,8542,19.0359459,2.8725514
Pickaway, OH,2017,5,3,0,39.612,-82.9046,57075,39.4,60314,25460,6253,10.95576,2.3810775
Platte, NE,2017,5,0,0,41.443,-97.3592,32875,38.3,58679,28187,2777,8.4471483,2.1627376
Pontotoc, OK,2017,5,2,2,34.7796,-96.6718,38289,35.5,46689,23862,6351,16.5870093,2.4184492
Pulaski, MO,2017,5,0,2,37.8556,-92.1496,53132,27.6,51137,21716,5567,10.4776782,2.9210269
Rockdale, GA,2017,5,2,2,33.5919,-84.0177,88482,37.3,54175,24254,14232,16.0846274,4.1624285
Rusk, TX,2017,5,0,3,32.1504,-94.7864,53026,38.5,49270,23521,7576,14.2873307,2.2988723
Rutherford, NC,2017,5,2,3,35.3723,-82.051,66523,44.5,38573,21092,12804,19.2474783,3.716008
Sandoval, NM,2017,5,1,1,35.0528,-106.729,138815,39.6,60345,27406,20258,14.5935238,3.7099737
Sarpy, NE,2017,5,2,1,41.1601,-95.9367,175188,34.2,75752,33103,9155,5.2258146,1.808343
Shelby, KY,2017,5,2,3,38.222,-85.3501,45831,38.8,63171,30240,5527,12.059523,2.2364775
Shoshone, ID,2017,5,1,0,47.5409,-116.238,12490,47.2,39835,23834,2140,17.133707,3.8991193
Simpson, KY,2017,5,2,2,36.7146,-86.5762,17881,39.8,44989,22663,3028,16.9341759,2.3544544
Skagit, WA,2017,5,5,0,48.4136,-122.333,121725,41.4,59263,30069,17169,14.1047443,3.0577121
Somerset, MD,2017,5,3,1,38.2066,-75.6943,25801,37,39239,18395,4434,17.1853804,3.76342
Somerset, PA,2017,5,1,1,40.2404,-78.838,75619,45.9,46132,23877,8935,11.8158135,2.8127851
St. Clair, MI,2017,5,2,2,42.9704,-82.4244,159761,43.2,53641,27807,21050,13.1759315,3.7074129
Story, IA,2017,5,1,6,42.0449,-93.6442,95888,25.9,52671,27392,18822,19.6291507,2.4841482
Stutsman, ND,2017,5,2,1,46.9072,-98.7098,21058,39.7,56088,31182,2148,10.2003989,0.7930478
Taylor, WV,2017,5,3,2,39.3729,-79.9697,16977,43.2,45916,23683,2586,15.2323732,3.9524062
Teton, WY,2017,5,0,0,43.5878,-110.83,22923,39,80049,49200,1561,6.8097544,0.8157745
Tipton, TN,2017,5,2,4,35.4671,-89.7004,61434,37.3,57212,26110,8839,14.3877983,3.9587199
Twin Falls, ID,2017,5,2,0,42.5744,-114.493,82248,34.6,49118,22723,11651,14.165694,2.1131213
Walla Walla, WA,2017,5,3,0,46.0607,-118.343,59862,37.3,52630,26651,7861,13.13187,2.8248304
Wapello, IA,2017,5,0,3,41.0068,-92.3788,35321,39.5,43329,23413,5862,16.5963591,3.1142946
Washington, UT,2017,5,1,3,37.5736,-113.723,155577,35.9,55175,25415,21878,14.06249,2.235549
Wayne, KY,2017,5,4,1,36.8615,-84.8304,20692,42,33715,17627,4724,22.8300793,3.7937367
Wayne, MS,2017,5,2,5,31.5687,-88.6781,20458,37.4,35215,21515,4889,23.8977417,4.4432496
Wayne, OH,2017,5,0,1,40.8367,-81.7644,115915,38.7,54037,25762,14611,12.604926,1.9824872
Webster, MO,2017,5,8,2,37.1535,-92.9497,37558,37.4,45185,20468,6694,17.8231003,2.0368497
Wood, WI,2017,5,0,3,44.2212,-89.764,73427,43.8,51603,29039,8037,10.945565,2.508614
York, ME,2017,5,1,1,43.5319,-70.4467,201454,44.7,62618,33635,16801,8.3398692,2.6641318
Adair, OK,2017,4,1,3,35.8141,-94.6342,22136,37.2,33366,16576,6744,30.4662089,2.1277557
Alexander, NC,2017,4,1,2,35.8611,-81.1055,37159,42.8,44523,22655,5285,14.2226648,3.1728518
Anderson, TX,2017,4,1,3,31.7564,-95.6509,57747,39.1,42313,17466,6935,12.0092819,1.4719379
